Date_Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,dayOfWeek,Time,Hour,Min,Temperature,Dew Point,Humidity,Wind,Wind Speed,Condition,anHourAgo_Temp,anHourAgo_DewPoint,anHourAgo_Humid,anHourAgo_Wind,anHourAgo_WindSpeed,anHourAgo_Condition,halfHourAgo_Temp,halfHourAgo_DewPoint,halfHourAgo_Humid,halfHourAgo_Wind,halfHourAgo_WindSpeed,halfHourAgo_Condition,DaySession
2015-11-01 07:49:27,indian,male,thin,52.0,no,no_kids,big,yellow,casual,red,short_sleeve,purple,short,clothes,4,8,no,Sunday,07:49,07,49,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-01 08:07:53,malay,male,fat,29.0,yes,young,big,black,casual,orange,short_sleeve,blue_jeans,long,clothes,6,9,no,Sunday,08:07,08,07,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-02 13:32:51,foreigner ,male,thin,44.0,no,no_kids,big,white,formal,orange,long sleeve,black,long,clothes,3,9,no,Monday,13:32,13,32,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 13:54:53,indian,male,moderate,50.0,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,6,10,no,Monday,13:54,13,54,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 14:29:06,malay,female,fat,34.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,no,Monday,14:29,14,29,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 14:40:43,malay,female,thin,53.0,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no,Monday,14:40,14,40,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 14:50:13,malay,male,fat,47.0,no,no_kids,small,white,casual,white,short_sleeve,white,long,clothes,6,8,no,Monday,14:50,14,50,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 14:50:13,malay,male,moderate,53.0,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,3,7,no,Monday,14:50,14,50,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 15:15:59,indian,female,thin,36.0,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no,Monday,15:15,15,15,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 15:20:26,indian,male,thin,43.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,3,7,no,Monday,15:20,15,20,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 17:19:17,malay,female,fat,44.0,no,no_kids,big,red,traditional,white,long sleeve,white,long,clothes,6,9,yes,Monday,17:19,17,19,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 17:23:07,malay,female,fat,50.0,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes,Monday,17:23,17,23,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 17:23:07,malay,female,fat,55.0,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,3,7,no,Monday,17:23,17,23,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 17:43:38,malay,female,thin,29.0,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes,Monday,17:43,17,43,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 17:47:23,indian,female,thin,28.0,no,no_kids,big,black,casual,black,short_sleeve,black,long,blankets,4,8,no,Monday,17:47,17,47,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 18:06:43,malay,male,fat,35.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no,Monday,18:06,18,06,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 18:18:21,foreigner ,male,moderate,46.0,no,no_kids,big,brown,casual,green,long sleeve,blue_jeans,long,clothes,6,7,no,Monday,18:18,18,18,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 18:39:35,indian,male,thin,50.0,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,no,Monday,18:39,18,39,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 18:39:35,malay,female,thin,33.0,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,Monday,18:39,18,39,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-02 19:00:14,malay,female,fat,33.0,no,no_kids,big,blue,casual,grey,long sleeve,grey,long,clothes,3,7,no,Monday,19:00,19,00,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:00:24,malay,female,moderate,34.0,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no,Monday,19:00,19,00,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:02:13,malay,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no,Monday,19:02,19,02,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:14:08,indian,female,moderate,52.0,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,5,8,no,Monday,19:14,19,14,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:14:08,chinese,male,fat,54.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,Monday,19:14,19,14,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:35:06,malay,female,moderate,38.0,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no,Monday,19:35,19,35,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:36:41,foreigner ,male,thin,43.0,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,Monday,19:36,19,36,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 19:49:45,foreigner ,male,thin,45.0,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,3,8,no,Monday,19:49,19,49,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 20:11:16,malay,female,fat,37.0,no,no_kids,big,grey,casual,green,short_sleeve,black,long,clothes,3,9,no,Monday,20:11,20,11,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 20:11:16,malay,male,fat,52.0,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,6,9,yes,Monday,20:11,20,11,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 20:43:51,malay,male,fat,41.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,Monday,20:43,20,43,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 21:21:52,malay,male,fat,45.0,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,5,10,yes,Monday,21:21,21,21,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 21:31:46,malay,female,thin,53.0,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,Monday,21:31,21,31,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 21:36:02,malay,male,thin,39.0,no,no_kids,big,black,casual,white,short_sleeve,black,long,blankets,4,8,yes,Monday,21:36,21,36,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 22:08:41,indian,male,moderate,32.0,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,Monday,22:08,22,08,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 22:10:28,malay,female,thin,50.0,no,no_kids,big,pink,casual,purple,long sleeve,purple,long,clothes,3,8,yes,Monday,22:10,22,10,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 23:09:00,indian,female,thin,33.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,Monday,23:09,23,09,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 23:12:22,indian,female,fat,46.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,Monday,23:12,23,12,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-02 23:14:25,indian,female,fat,30.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,Monday,23:14,23,14,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 00:26:16,chinese,male,thin,55.0,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no,Tuesday,00:26,00,26,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Night
2015-11-03 00:34:09,indian,male,thin,30.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no,Tuesday,00:34,00,34,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Night
2015-11-03 00:54:05,chinese,male,fat,34.0,no,no_kids,big,white,casual,yellow,short_sleeve,brown,long,clothes,5,7,yes,Tuesday,00:54,00,54,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Night
2015-11-03 01:14:32,indian,female,fat,39.0,no,no_kids,big,blue,formal,black,long sleeve,black,long,clothes,3,10,no,Tuesday,01:14,01,14,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Night
2015-11-03 08:09:27,chinese,female,fat,41.0,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no,Tuesday,08:09,08,09,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-03 08:51:31,chinese,male,fat,39.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,short,clothes,4,7,yes,Tuesday,08:51,08,51,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-03 09:20:56,indian,male,moderate,35.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,Tuesday,09:20,09,20,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-03 10:39:34,malay,female,thin,34.0,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,Tuesday,10:39,10,39,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Morning
2015-11-03 14:27:01,chinese,male,moderate,55.0,no,no_kids,big,black,casual,brown,short_sleeve,black,short,clothes,3,7,no,Tuesday,14:27,14,27,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-03 15:22:19,indian,male,moderate,47.0,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,10,no,Tuesday,15:22,15,22,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-03 17:15:38,chinese,male,thin,45.0,no,no_kids,big,red,casual,red,short_sleeve,blue_jeans,short,clothes,4,8,no,Tuesday,17:15,17,15,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-03 17:51:32,malay,female,fat,31.0,no,no_kids,big,blue,traditional,blue,long sleeve,blue,long,clothes,4,8,no,Tuesday,17:51,17,51,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-03 18:47:12,chinese,female,thin,41.0,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no,Tuesday,18:47,18,47,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Afternoon
2015-11-03 19:16:59,foreigner ,male,thin,42.0,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no,Tuesday,19:16,19,16,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 19:37:38,foreigner ,female,fat,54.0,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no,Tuesday,19:37,19,37,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 19:37:38,foreigner ,female,fat,36.0,no,no_kids,big,grey,casual,yellow,short_sleeve,black,long,clothes,5,7,no,Tuesday,19:37,19,37,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 19:40:43,chinese,female,thin,44.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,6,10,no,Tuesday,19:40,19,40,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 19:40:43,malay,female,fat,47.0,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,Tuesday,19:40,19,40,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 19:40:43,malay,female,moderate,47.0,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,9,no,Tuesday,19:40,19,40,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 20:20:31,malay,male,fat,29.0,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,Tuesday,20:20,20,20,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 20:22:04,malay,female,fat,41.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,6,9,no,Tuesday,20:22,20,22,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 20:44:37,malay,female,thin,50.0,no,no_kids,big,grey,casual,green,short_sleeve,grey,short,clothes,6,10,no,Tuesday,20:44,20,44,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:13:30,malay,female,fat,54.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no,Tuesday,21:13,21,13,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:15:51,malay,female,fat,48.0,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,Tuesday,21:15,21,15,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:15:51,chinese,female,thin,41.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,blankets,3,7,no,Tuesday,21:15,21,15,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:26:53,malay,male,fat,29.0,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,5,7,no,Tuesday,21:26,21,26,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:30:09,malay,male,thin,34.0,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,Tuesday,21:30,21,30,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:32:52,malay,male,fat,29.0,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,Tuesday,21:32,21,32,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:56:30,indian,male,moderate,33.0,no,no_kids,big,red,casual,green,short_sleeve,black,long,clothes,3,10,no,Tuesday,21:56,21,56,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 21:58:24,malay,female,fat,43.0,yes,toddler,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes,Tuesday,21:58,21,58,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 22:32:11,malay,male,thin,32.0,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,Tuesday,22:32,22,32,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 22:33:00,malay,male,moderate,29.0,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,Tuesday,22:33,22,33,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 22:33:00,malay,female,thin,48.0,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes,Tuesday,22:33,22,33,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 22:42:30,chinese,male,moderate,54.0,yes,young,big,black,casual,grey,short_sleeve,red,long,clothes,4,8,no,Tuesday,22:42,22,42,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 22:42:30,malay,male,moderate,42.0,no,no_kids,big,black,casual,grey,long sleeve,green,long,clothes,3,7,no,Tuesday,22:42,22,42,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 23:30:29,malay,female,fat,35.0,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no,Tuesday,23:30,23,30,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
2015-11-03 23:30:29,malay,female,moderate,40.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,8,no,Tuesday,23:30,23,30,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,25 °C,24 °C,94 %,S,7 km/h,Light Rain with Thunder,Evening
