No,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Age_Group
182,24/10/2015,17:07:48,malay,female,moderate,40.0,no,no_kids,big,red,formal,red,long sleeve,blue_jeans,long,clothes,5,10,no,"(30, 40]"
183,24/10/2015,17:07:48,malay,female,thin,54.0,yes,young,big,red,casual,white,short_sleeve,black,long,clothes,5,7,no,"(50, 60]"
184,24/10/2015,17:32:53,indian,female,moderate,35.0,no,no_kids,big,black,casual,grey,short_sleeve,blue_jeans,short,clothes,6,10,no,"(30, 40]"
185,24/10/2015,18:56:36,indian,female,moderate,49.0,no,no_kids,big,blue,unknown,white,short_sleeve,blue_jeans,long,clothes,3,7,no,"(40, 50]"
186,24/10/2015,19:02:34,indian,female,thin,39.0,no,no_kids,big,black,casual,white,long sleeve,black,long,blankets,5,10,yes,"(30, 40]"
187,24/10/2015,19:39:23,malay,male,thin,41.0,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,3,7,yes,"(40, 50]"
188,24/10/2015,19:39:23,chinese,female,moderate,40.0,no,no_kids,big,black,unknown,black,short_sleeve,white,long,clothes,4,10,no,"(30, 40]"
189,24/10/2015,20:03:39,malay,male,thin,41.0,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,long,blankets,4,9,no,"(40, 50]"
191,24/10/2015,20:59:01,malay,female,fat,29.0,no,no_kids,big,pink,casual,grey,long sleeve,blue,long,clothes,3,8,yes,"(20, 30]"
192,24/10/2015,20:59:01,malay,female,fat,45.0,no,no_kids,big,black,unknown,blue,short_sleeve,black,long,clothes,5,7,no,"(40, 50]"
193,24/10/2015,20:59:01,malay,female,fat,54.0,no,no_kids,big,white,casual,blue,short_sleeve,brown,long,clothes,3,7,yes,"(50, 60]"
194,24/10/2015,21:06:04,indian,male,thin,45.0,no,no_kids,big,white,casual,red,short_sleeve,green,long,clothes,6,9,no,"(40, 50]"
195,24/10/2015,21:12:32,malay,female,fat,39.0,no,no_kids,big,grey,unknown,red,long sleeve,grey,long,clothes,6,9,no,"(30, 40]"
196,24/10/2015,21:12:32,malay,female,thin,53.0,no,no_kids,unknown,black,casual,grey,short_sleeve,brown,long,clothes,5,8,yes,"(50, 60]"
197,24/10/2015,21:45:54,malay,female,thin,37.0,no,no_kids,big,blue,casual,red,long sleeve,grey,long,clothes,4,8,no,"(30, 40]"
198,24/10/2015,21:45:54,malay,male,fat,50.0,no,no_kids,big,blue,casual,black,unknown,black,long,clothes,3,7,yes,"(40, 50]"
199,24/10/2015,23:32:46,chinese,female,thin,34.0,no,no_kids,big,pink,formal,white,short_sleeve,blue,long,clothes,6,8,no,"(30, 40]"
200,24/10/2015,23:40:46,indian,male,thin,46.0,no,no_kids,big,blue,unknown,blue,short_sleeve,brown,short,unknown,4,10,no,"(40, 50]"
201,24/10/2015,23:47:35,chinese,male,thin,33.0,no,no_kids,unknown,black,casual,unknown,short_sleeve,blue_jeans,short,clothes,3,8,no,"(30, 40]"
202,25/10/2015,0:08:09,malay,male,fat,42.0,no,no_kids,big,black,casual,red,short_sleeve,black,long,blankets,4,7,no,"(40, 50]"
203,25/10/2015,0:11:08,malay,male,fat,50.0,no,no_kids,big,grey,unknown,grey,short_sleeve,red,short,clothes,6,10,yes,"(40, 50]"
204,25/10/2015,1:29:47,chinese,female,fat,54.0,no,no_kids,big,brown,casual,black,unknown,black,long,clothes,3,7,no,"(50, 60]"
205,25/10/2015,8:15:00,chinese,male,thin,38.0,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,clothes,4,10,yes,"(30, 40]"
206,25/10/2015,8:15:00,chinese,female,thin,30.0,no,no_kids,big,blue,casual,pink,short_sleeve,pink,short,clothes,3,10,yes,"(20, 30]"
207,25/10/2015,8:17:23,malay,male,fat,54.0,no,no_kids,small,red,casual,orange,short_sleeve,blue_jeans,long,clothes,4,8,yes,"(50, 60]"
208,26/10/2015,8:40:01,malay,female,moderate,47.0,no,no_kids,big,purple,casual,blue,long sleeve,black,long,clothes,6,10,yes,"(40, 50]"
209,26/10/2015,8:40:01,malay,male,thin,29.0,no,no_kids,small,red,unknown,orange,short_sleeve,white,long,clothes,6,9,yes,"(20, 30]"
210,26/10/2015,8:40:01,malay,female,fat,46.0,no,no_kids,big,white,casual,purple,long sleeve,pink,long,clothes,5,8,no,"(40, 50]"
211,26/10/2015,8:40:01,malay,male,moderate,41.0,yes,baby,big,green,casual,black,short_sleeve,grey,long,clothes,3,9,no,"(40, 50]"
212,26/10/2015,9:15:05,indian,male,moderate,41.0,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,"(40, 50]"
213,29/10/2015,21:19:48,chinese,female,moderate,42.0,no,no_kids,small,black,casual,purple,short_sleeve,purple,long,clothes,6,8,no,"(40, 50]"
214,29/10/2015,21:28:23,chinese,female,fat,32.0,no,no_kids,big,black,casual,red,short_sleeve,brown,short,clothes,5,10,no,"(30, 40]"
215,29/10/2015,21:28:23,malay,male,fat,35.0,no,no_kids,small,brown,casual,grey,long sleeve,blue_jeans,short,clothes,3,8,no,"(30, 40]"
216,29/10/2015,21:30:29,foreigner ,female,fat,45.0,no,no_kids,big,purple,casual,red,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
217,29/10/2015,21:49:52,indian,male,fat,35.0,yes,young,big,black,formal,pink,short_sleeve,grey,long,clothes,6,9,no,"(30, 40]"
218,29/10/2015,21:59:25,malay,female,fat,47.0,no,no_kids,big,grey,casual,black,long sleeve,white,long,clothes,4,10,no,"(40, 50]"
219,29/10/2015,21:59:25,chinese,male,fat,34.0,no,no_kids,big,black,casual,brown,short_sleeve,grey,short,clothes,6,8,no,"(30, 40]"
220,29/10/2015,21:59:25,malay,female,moderate,44.0,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,6,7,no,"(40, 50]"
221,29/10/2015,22:38:51,indian,male,fat,38.0,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no,"(30, 40]"
222,30/10/2015,18:53:06,malay,male,thin,49.0,no,no_kids,big,green,formal,grey,long sleeve,black,long,clothes,5,8,no,"(40, 50]"
223,01/11/2015,6:44:39,malay,female,fat,47.0,no,no_kids,big,red,casual,black,short_sleeve,blue,long,clothes,4,10,no,"(40, 50]"
224,01/11/2015,7:15:46,malay,female,thin,48.0,no,no_kids,big,blue,casual,pink,long sleeve,green,long,clothes,6,10,yes,"(40, 50]"
225,01/11/2015,7:49:27,indian,male,thin,52.0,no,no_kids,big,yellow,casual,red,short_sleeve,purple,short,clothes,4,8,no,"(50, 60]"
226,01/11/2015,8:07:53,malay,male,fat,29.0,yes,young,big,black,casual,orange,short_sleeve,blue_jeans,long,clothes,6,9,no,"(20, 30]"
227,02/11/2015,13:32:51,foreigner ,male,thin,44.0,no,no_kids,big,white,formal,orange,long sleeve,black,long,clothes,3,9,no,"(40, 50]"
228,02/11/2015,13:54:53,indian,male,moderate,50.0,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
229,02/11/2015,14:29:06,malay,female,fat,34.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,no,"(30, 40]"
230,02/11/2015,14:40:43,malay,female,thin,53.0,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no,"(50, 60]"
231,02/11/2015,14:50:13,malay,male,fat,47.0,no,no_kids,small,white,casual,white,short_sleeve,white,long,clothes,6,8,no,"(40, 50]"
232,02/11/2015,14:50:13,malay,male,moderate,53.0,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,3,7,no,"(50, 60]"
233,02/11/2015,15:15:59,indian,female,thin,36.0,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no,"(30, 40]"
234,02/11/2015,15:20:26,indian,male,thin,43.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,3,7,no,"(40, 50]"
235,02/11/2015,17:19:17,malay,female,fat,44.0,no,no_kids,big,red,traditional,white,long sleeve,white,long,clothes,6,9,yes,"(40, 50]"
236,02/11/2015,17:23:07,malay,female,fat,50.0,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes,"(40, 50]"
237,02/11/2015,17:23:07,malay,female,fat,55.0,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,3,7,no,"(50, 60]"
238,02/11/2015,17:43:38,malay,female,thin,29.0,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes,"(20, 30]"
239,02/11/2015,17:47:23,indian,female,thin,28.0,no,no_kids,big,black,casual,black,short_sleeve,black,long,blankets,4,8,no,"(20, 30]"
240,02/11/2015,18:06:43,malay,male,fat,35.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no,"(30, 40]"
241,02/11/2015,18:18:21,foreigner ,male,moderate,46.0,no,no_kids,big,brown,casual,green,long sleeve,blue_jeans,long,clothes,6,7,no,"(40, 50]"
242,02/11/2015,18:39:35,indian,male,thin,50.0,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,no,"(40, 50]"
243,02/11/2015,18:39:35,malay,female,thin,33.0,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,"(30, 40]"
244,02/11/2015,19:00:24,malay,female,moderate,34.0,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no,"(30, 40]"
245,02/11/2015,19:02:13,malay,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no,"(30, 40]"
246,02/11/2015,19:00:14,malay,female,fat,33.0,no,no_kids,big,blue,casual,grey,long sleeve,grey,long,clothes,3,7,no,"(30, 40]"
247,02/11/2015,19:14:08,indian,female,moderate,52.0,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,5,8,no,"(50, 60]"
248,02/11/2015,19:14:08,chinese,male,fat,54.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,"(50, 60]"
249,02/11/2015,19:35:06,malay,female,moderate,38.0,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no,"(30, 40]"
250,02/11/2015,19:36:41,foreigner ,male,thin,43.0,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,"(40, 50]"
251,02/11/2015,19:49:45,foreigner ,male,thin,45.0,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,3,8,no,"(40, 50]"
252,02/11/2015,20:11:16,malay,male,fat,52.0,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,6,9,yes,"(50, 60]"
253,02/11/2015,20:11:16,malay,female,fat,37.0,no,no_kids,big,grey,casual,green,short_sleeve,black,long,clothes,3,9,no,"(30, 40]"
254,02/11/2015,20:43:51,malay,male,fat,41.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,"(40, 50]"
255,02/11/2015,21:21:52,malay,male,fat,45.0,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,5,10,yes,"(40, 50]"
256,02/11/2015,21:31:46,malay,female,thin,53.0,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,"(50, 60]"
257,02/11/2015,21:36:02,malay,male,thin,39.0,no,no_kids,big,black,casual,white,short_sleeve,black,long,blankets,4,8,yes,"(30, 40]"
258,02/11/2015,22:08:41,indian,male,moderate,32.0,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,"(30, 40]"
259,02/11/2015,22:10:28,malay,female,thin,50.0,no,no_kids,big,pink,casual,purple,long sleeve,purple,long,clothes,3,8,yes,"(40, 50]"
260,02/11/2015,23:09:00,indian,female,thin,33.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,"(30, 40]"
261,02/11/2015,23:12:22,indian,female,fat,46.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,"(40, 50]"
262,02/11/2015,23:14:25,indian,female,fat,30.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,"(20, 30]"
263,03/11/2015,0:26:16,chinese,male,thin,55.0,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no,"(50, 60]"
264,03/11/2015,0:34:09,indian,male,thin,30.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no,"(20, 30]"
265,03/11/2015,0:54:05,chinese,male,fat,34.0,no,no_kids,big,white,casual,yellow,short_sleeve,brown,long,clothes,5,7,yes,"(30, 40]"
266,03/11/2015,1:14:32,indian,female,fat,39.0,no,no_kids,big,blue,formal,black,long sleeve,black,long,clothes,3,10,no,"(30, 40]"
267,03/11/2015,8:09:27,chinese,female,fat,41.0,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no,"(40, 50]"
268,03/11/2015,8:51:31,chinese,male,fat,39.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,short,clothes,4,7,yes,"(30, 40]"
269,03/11/2015,9:20:56,indian,male,moderate,35.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,"(30, 40]"
270,03/11/2015,10:39:34,malay,female,thin,34.0,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,"(30, 40]"
271,03/11/2015,14:27:01,chinese,male,moderate,55.0,no,no_kids,big,black,casual,brown,short_sleeve,black,short,clothes,3,7,no,"(50, 60]"
272,03/11/2015,15:22:19,indian,male,moderate,47.0,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,10,no,"(40, 50]"
273,03/11/2015,17:15:38,chinese,male,thin,45.0,no,no_kids,big,red,casual,red,short_sleeve,blue_jeans,short,clothes,4,8,no,"(40, 50]"
274,03/11/2015,17:51:32,malay,female,fat,31.0,no,no_kids,big,blue,traditional,blue,long sleeve,blue,long,clothes,4,8,no,"(30, 40]"
275,03/11/2015,18:47:12,chinese,female,thin,41.0,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no,"(40, 50]"
276,03/11/2015,19:16:59,foreigner ,male,thin,42.0,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no,"(40, 50]"
277,03/11/2015,19:37:38,foreigner ,female,fat,36.0,no,no_kids,big,grey,casual,yellow,short_sleeve,black,long,clothes,5,7,no,"(30, 40]"
278,03/11/2015,19:37:38,foreigner ,female,fat,54.0,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no,"(50, 60]"
279,03/11/2015,19:40:43,chinese,female,thin,44.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
280,03/11/2015,19:40:43,malay,female,fat,47.0,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,"(40, 50]"
281,03/11/2015,19:40:43,malay,female,moderate,47.0,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,9,no,"(40, 50]"
282,03/11/2015,20:20:31,malay,male,fat,29.0,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,"(20, 30]"
283,03/11/2015,20:22:04,malay,female,fat,41.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,6,9,no,"(40, 50]"
284,03/11/2015,20:44:37,malay,female,thin,50.0,no,no_kids,big,grey,casual,green,short_sleeve,grey,short,clothes,6,10,no,"(40, 50]"
285,03/11/2015,21:13:30,malay,female,fat,54.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no,"(50, 60]"
286,03/11/2015,21:15:51,malay,female,fat,48.0,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,"(40, 50]"
287,03/11/2015,21:15:51,chinese,female,thin,41.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,blankets,3,7,no,"(40, 50]"
288,03/11/2015,21:26:53,malay,male,fat,29.0,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,5,7,no,"(20, 30]"
289,03/11/2015,21:30:09,malay,male,thin,34.0,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,"(30, 40]"
290,03/11/2015,21:32:52,malay,male,fat,29.0,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,"(20, 30]"
291,03/11/2015,21:56:30,indian,male,moderate,33.0,no,no_kids,big,red,casual,green,short_sleeve,black,long,clothes,3,10,no,"(30, 40]"
292,03/11/2015,21:58:24,malay,female,fat,43.0,yes,toddler,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes,"(40, 50]"
293,03/11/2015,22:32:11,malay,male,thin,32.0,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,"(30, 40]"
294,03/11/2015,22:33:00,malay,male,moderate,29.0,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,"(20, 30]"
295,03/11/2015,22:33:00,malay,female,thin,48.0,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes,"(40, 50]"
296,03/11/2015,22:42:30,chinese,male,moderate,54.0,yes,young,big,black,casual,grey,short_sleeve,red,long,clothes,4,8,no,"(50, 60]"
297,03/11/2015,22:42:30,malay,male,moderate,42.0,no,no_kids,big,black,casual,grey,long sleeve,green,long,clothes,3,7,no,"(40, 50]"
298,03/11/2015,23:30:29,malay,female,fat,35.0,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no,"(30, 40]"
299,03/11/2015,23:30:29,malay,female,moderate,40.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,8,no,"(30, 40]"
300,03/11/2015,23:39:34,malay,male,moderate,37.0,no,no_kids,big,red,casual,brown,short_sleeve,white,long,blankets,3,7,no,"(30, 40]"
301,03/11/2015,23:54:41,chinese,male,thin,31.0,no,no_kids,big,black,casual,white,short_sleeve,grey,long,clothes,4,8,no,"(30, 40]"
302,03/11/2015,23:54:41,malay,female,thin,55.0,no,no_kids,big,red,casual,white,short_sleeve,black,short,clothes,6,9,no,"(50, 60]"
303,03/11/2015,23:54:41,chinese,male,thin,40.0,no,no_kids,big,white,casual,white,short_sleeve,white,short,clothes,5,7,no,"(30, 40]"
304,04/11/2015,1:21:42,indian,male,thin,37.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,6,9,no,"(30, 40]"
305,04/11/2015,1:35:20,foreigner ,male,thin,30.0,no,no_kids,big,white,casual,grey,short_sleeve,black,short,clothes,4,8,no,"(20, 30]"
306,04/11/2015,1:56:39,indian,male,moderate,45.0,no,no_kids,small,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,10,no,"(40, 50]"
307,04/11/2015,2:39:24,foreigner ,female,fat,28.0,no,no_kids,big,green,casual,grey,short_sleeve,blue_jeans,long,clothes,6,8,no,"(20, 30]"
308,04/11/2015,2:39:24,foreigner ,female,moderate,44.0,no,no_kids,big,red,casual,pink,short_sleeve,grey,long,clothes,4,9,no,"(40, 50]"
309,04/11/2015,3:59:41,indian,male,moderate,33.0,no,no_kids,big,purple,casual,white,short_sleeve,black,long,clothes,5,10,yes,"(30, 40]"
310,04/11/2015,5:40:28,malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,grey,short,blankets,5,9,no,"(30, 40]"
311,04/11/2015,7:25:24,malay,male,thin,37.0,no,no_kids,small,white,casual,white,short_sleeve,black,long,clothes,4,9,no,"(30, 40]"
312,04/11/2015,7:51:40,malay,male,moderate,39.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,no,"(30, 40]"
313,04/11/2015,8:47:54,indian,male,moderate,35.0,no,no_kids,big,blue,formal,white,short_sleeve,brown,long,clothes,6,9,no,"(30, 40]"
314,04/11/2015,9:12:22,indian,female,fat,36.0,no,no_kids,big,blue,traditional,red,short_sleeve,white,long,clothes,6,10,no,"(30, 40]"
315,04/11/2015,9:51:50,malay,female,thin,40.0,yes,toddler,big,blue,traditional,pink,long sleeve,pink,long,clothes,5,9,no,"(30, 40]"
316,04/11/2015,10:00:57,malay,female,thin,48.0,no,no_kids,big,black,casual,white,short_sleeve,blue_jeans,long,clothes,6,8,no,"(40, 50]"
317,04/11/2015,10:00:57,chinese,female,thin,51.0,no,no_kids,big,blue,casual,white,short_sleeve,brown,short,clothes,4,9,no,"(50, 60]"
318,04/11/2015,10:01:50,malay,male,thin,28.0,yes,toddler,big,white,casual,white,short_sleeve,black,short,clothes,3,7,yes,"(20, 30]"
319,04/11/2015,10:29:45,malay,male,thin,44.0,no,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,3,10,no,"(40, 50]"
320,04/11/2015,11:41:09,indian,female,thin,34.0,no,no_kids,big,red,casual,green,short_sleeve,black,long,blankets,6,8,no,"(30, 40]"
321,04/11/2015,11:58:34,indian,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,blankets,6,9,no,"(40, 50]"
322,04/11/2015,12:06:55,indian,male,moderate,48.0,no,no_kids,big,white,formal,red,short_sleeve,black,long,clothes,4,7,no,"(40, 50]"
323,04/11/2015,12:07:35,indian,male,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,9,no,"(50, 60]"
324,05/11/2015,15:26:15,indian,male,moderate,46.0,no,no_kids,big,blue,casual,green,short_sleeve,blue_jeans,long,clothes,4,7,no,"(40, 50]"
325,05/11/2015,15:38:39,indian,male,fat,47.0,no,no_kids,big,blue,casual,purple,short_sleeve,grey,long,clothes,5,9,no,"(40, 50]"
326,05/11/2015,15:47;02,malay,male,moderate,55.0,no,no_kids,big,brown,casual,red,short_sleeve,green,short,clothes,6,7,yes,"(50, 60]"
327,05/11/2015,15:52;08,malay,female,thin,37.0,no,no_kids,big,white,casual,black,long sleeve,blue,long,clothes,5,10,no,"(30, 40]"
328,15/11/2015,6:29:49,chinese,male,thin,37.0,no,no_kids,big,blue,casual,black,short_sleeve,brown,long,clothes,4,7,no,"(30, 40]"
329,15/11/2015,7:09:32,indian,male,moderate,31.0,no,no_kids,big,red,casual,green,short_sleeve,grey,long,clothes,6,7,no,"(30, 40]"
330,15/11/2015,7:27:03,foreigner ,female,moderate,42.0,no,no_kids,small,blue,traditional,red,long sleeve,red,long,clothes,6,9,no,"(40, 50]"
331,15/11/2015,7:29:00,foreigner ,female,thin,46.0,no,no_kids,big,red,traditional,green,long sleeve,green,long,clothes,5,10,no,"(40, 50]"
332,15/11/2015,8:00:24,malay,male,fat,50.0,yes,young,big,white,traditional,white,long sleeve,white,long,clothes,3,7,no,"(40, 50]"
333,15/11/2015,8:08:58,chinese,male,fat,51.0,yes,young,big,white,casual,red,short_sleeve,grey,long,blankets,4,9,yes,"(50, 60]"
334,15/11/2015,8:23:09,indian,male,thin,30.0,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,7,no,"(20, 30]"
335,15/11/2015,8:23:09,malay,male,moderate,47.0,no,no_kids,big,pink,casual,black,short_sleeve,brown,long,clothes,5,8,no,"(40, 50]"
336,15/11/2015,8:39:05,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,blue,short_sleeve,grey,long,clothes,6,7,no,"(30, 40]"
337,15/11/2015,9:04:26,malay,female,moderate,29.0,yes,baby,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,4,8,no,"(20, 30]"
338,15/11/2015,9:22:56,indian,female,thin,54.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,short,clothes,3,8,no,"(50, 60]"
339,15/11/2015,9:23:33,indian,male,moderate,35.0,no,no_kids,big,green,casual,white,short_sleeve,black,short,clothes,3,8,no,"(30, 40]"
340,15/11/2015,9:38:17,malay,female,moderate,45.0,yes,toddler,big,brown,casual,black,short_sleeve,blue_jeans,long,clothes,5,9,no,"(40, 50]"
341,15/11/2015,9:58:59,chinese,male,thin,53.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,10,no,"(50, 60]"
342,15/11/2015,9:58:59,malay,female,thin,48.0,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,7,no,"(40, 50]"
343,15/11/2015,10:26:01,indian,female,thin,36.0,no,no_kids,big,black,formal,red,long sleeve,black,long,blankets,3,7,no,"(30, 40]"
344,15/11/2015,10:49:03,chinese,male,moderate,45.0,no,no_kids,big,red,casual,grey,short_sleeve,black,short,clothes,4,9,no,"(40, 50]"
345,15/11/2015,10:53:52,chinese,male,fat,41.0,no,no_kids,big,green,casual,grey,short_sleeve,brown,short,clothes,5,9,yes,"(40, 50]"
346,15/11/2015,10:58:57,malay,female,thin,54.0,yes,toddler,big,white,casual,black,long sleeve,black,long,clothes,6,8,no,"(50, 60]"
347,15/11/2015,10:58:57,indian,male,thin,35.0,no,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,3,8,yes,"(30, 40]"
348,15/11/2015,11:25:15,indian,female,moderate,46.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,"(40, 50]"
349,15/11/2015,11:28:47,indian,female,thin,53.0,yes,baby,big,red,casual,white,short_sleeve,black,long,clothes,4,8,no,"(50, 60]"
350,15/11/2015,11:32:19,malay,female,fat,38.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,6,10,no,"(30, 40]"
351,15/11/2015,11:59:28,indian,male,moderate,39.0,no,no_kids,big,blue,casual,pink,short_sleeve,white,short,clothes,5,10,yes,"(30, 40]"
352,15/11/2015,12:00:15,malay,female,fat,32.0,yes,toddler,big,red,traditional,white,long sleeve,black,long,clothes,3,10,no,"(30, 40]"
353,15/11/2015,12:19:53,chinese,male,moderate,37.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,9,no,"(30, 40]"
354,15/11/2015,12:19:53,indian,male,moderate,53.0,no,no_kids,big,orange,casual,white,short_sleeve,grey,short,blankets,5,8,no,"(50, 60]"
355,15/11/2015,12:19:53,chinese,male,thin,53.0,no,no_kids,big,yellow,casual,black,short_sleeve,brown,long,clothes,5,7,no,"(50, 60]"
356,15/11/2015,12:52:04,chinese,male,thin,48.0,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,5,9,no,"(40, 50]"
357,15/11/2015,13:11:03,malay,male,fat,50.0,yes,young,big,white,casual,brown,short_sleeve,blue_jeans,long,blankets,4,7,no,"(40, 50]"
358,15/11/2015,13:37:39,indian,male,thin,53.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,4,10,no,"(50, 60]"
359,15/11/2015,13:38:37,malay,female,fat,49.0,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,clothes,3,10,no,"(40, 50]"
360,15/11/2015,13:56:02,indian,male,thin,41.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,10,no,"(40, 50]"
361,15/11/2015,13:56:27,indian,male,moderate,30.0,no,no_kids,big,white,casual,purple,short_sleeve,blue_jeans,long,blankets,5,8,yes,"(20, 30]"
362,15/11/2015,14:20:40,chinese,female,thin,54.0,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,6,8,no,"(50, 60]"
363,15/11/2015,14:37:49,malay,male,thin,50.0,yes,young,big,blue,casual,white,short_sleeve,blue_jeans,long,clothes,4,8,no,"(40, 50]"
364,15/11/2015,14:49:07,indian,female,thin,35.0,no,no_kids,big,blue,casual,blue,short_sleeve,blue,short,blankets,6,10,no,"(30, 40]"
365,15/11/2015,14:49:07,indian,female,thin,46.0,no,no_kids,big,white,casual,red,short_sleeve,black,short,clothes,4,10,no,"(40, 50]"
